,Date,Natural_Gas_Price,Natural_Gas_Vol.,Crude_oil_Price,Crude_oil_Vol.
507,17-02-2021,3.219,218620.0,61.14,335420.0
508,18-02-2021,3.082,171650.0,60.52,132040.0
509,19-02-2021,3.069,67060.0,59.24,102430.0
510,22-02-2021,2.953,39810.0,61.49,37040.0
511,23-02-2021,2.879,45700.0,61.67,570680.0
512,24-02-2021,2.854,6640.0,63.22,489930.0
513,25-02-2021,2.777,123990.0,63.53,510360.0
514,26-02-2021,2.771,132990.0,61.5,472720.0
515,01-03-2021,2.777,75970.0,60.64,456680.0
516,02-03-2021,2.839,109640.0,59.75,464130.0
517,03-03-2021,2.816,93790.0,61.28,465310.0
518,04-03-2021,2.746,138700.0,63.83,694630.0
519,05-03-2021,2.701,116200.0,66.09,573170.0
520,08-03-2021,2.664,130870.0,65.05,533380.0
521,09-03-2021,2.662,96800.0,64.01,554560.0
522,10-03-2021,2.692,93180.0,64.44,498490.0
523,11-03-2021,2.668,119770.0,66.02,441060.0
524,12-03-2021,2.6,104730.0,65.61,321710.0
525,15-03-2021,2.484,136040.0,65.39,378010.0
526,16-03-2021,2.562,99290.0,64.8,317540.0
527,17-03-2021,2.528,91680.0,64.6,254720.0
528,18-03-2021,2.481,143770.0,60.0,143600.0
529,19-03-2021,2.535,74380.0,61.42,84170.0
530,22-03-2021,2.582,108230.0,61.55,28260.0
531,23-03-2021,2.508,89370.0,57.76,712320.0
532,24-03-2021,2.518,48420.0,61.18,566290.0
533,25-03-2021,2.57,39050.0,58.56,580110.0
534,26-03-2021,2.557,35200.0,60.97,472000.0
535,29-03-2021,2.586,6540.0,61.56,449360.0
536,30-03-2021,2.623,100810.0,60.55,388190.0
537,31-03-2021,2.608,92080.0,59.16,414160.0
538,01-04-2021,2.639,116690.0,61.45,605570.0
539,05-04-2021,2.511,146890.0,58.65,438860.0
540,06-04-2021,2.456,142680.0,59.33,457350.0
541,07-04-2021,2.52,132270.0,59.77,475540.0
542,08-04-2021,2.522,140800.0,59.6,419910.0
543,09-04-2021,2.526,121590.0,59.32,351440.0
544,12-04-2021,2.561,144320.0,59.7,410220.0
545,13-04-2021,2.619,166000.0,60.18,349730.0
546,14-04-2021,2.618,129020.0,63.15,419810.0
547,15-04-2021,2.658,135590.0,63.46,243370.0
548,16-04-2021,2.68,94880.0,63.13,87800.0
549,19-04-2021,2.749,105070.0,63.38,74380.0
550,20-04-2021,2.727,96680.0,62.44,33040.0
551,21-04-2021,2.692,99730.0,61.35,431490.0
552,22-04-2021,2.749,126330.0,61.43,344700.0
553,23-04-2021,2.73,50600.0,62.14,345410.0
554,26-04-2021,2.79,34310.0,61.91,366870.0
555,27-04-2021,2.873,41280.0,62.94,361540.0
556,28-04-2021,2.925,3250.0,63.86,387680.0
557,29-04-2021,2.911,123110.0,65.01,384490.0
558,30-04-2021,2.931,101570.0,63.58,400520.0
559,03-05-2021,2.966,101040.0,64.49,285970.0
560,04-05-2021,2.967,102050.0,65.69,370210.0
561,05-05-2021,2.938,90210.0,65.63,460070.0
562,06-05-2021,2.928,83810.0,64.71,389210.0
563,07-05-2021,2.958,102870.0,64.9,431420.0
564,10-05-2021,2.932,92280.0,64.92,448340.0
565,11-05-2021,2.955,107220.0,65.28,514950.00000000006
566,12-05-2021,2.969,90580.0,66.08,508520.0
567,13-05-2021,2.973,96120.0,63.82,547690.0
568,14-05-2021,2.961,84200.0,65.37,383750.0
569,17-05-2021,3.109,169010.0,66.27,268480.0
570,18-05-2021,3.012,129180.0,65.49,167350.0
571,19-05-2021,2.964,100250.0,63.36,101900.0
572,20-05-2021,2.925,85090.0,62.05,29620.0
573,21-05-2021,2.906,58270.0,63.58,530830.0
574,24-05-2021,2.886,43510.0,66.05,466650.0
575,25-05-2021,2.913,38340.0,66.07,497390.0
576,26-05-2021,2.984,5090.0,66.21,376210.0
577,27-05-2021,2.958,123070.0,66.85,337540.0
578,28-05-2021,2.986,110000.0,66.32,390460.0
579,02-06-2021,3.075,114980.0,68.83,333000.0
580,03-06-2021,3.041,100520.0,68.81,351370.0
581,04-06-2021,3.097,118040.0,69.62,326250.0
582,07-06-2021,3.07,138840.0,69.23,365620.0
583,08-06-2021,3.128,208580.0,70.05,441300.0
584,09-06-2021,3.129,131720.0,69.96,410820.0
585,10-06-2021,3.149,151570.0,70.29,492460.0
586,11-06-2021,3.296,194490.0,70.91,563580.0
587,14-06-2021,3.352,113120.0,70.88,319640.0
588,15-06-2021,3.24,154410.0,72.12,336040.0
589,16-06-2021,3.251,111290.0,72.15,426780.0
590,17-06-2021,3.253,150050.0,71.04,373780.0
591,18-06-2021,3.215,104940.0,71.64,139580.0
592,21-06-2021,3.191,103040.0,73.66,123660.0
593,22-06-2021,3.258,77090.0,73.06,29000.0
594,23-06-2021,3.333,75390.0,73.08,429210.0
595,24-06-2021,3.418,49400.0,73.3,334830.0
596,25-06-2021,3.496,39080.0,74.05,364720.0
597,28-06-2021,3.617,6840.0,72.91,354700.0
598,29-06-2021,3.63,205480.0,72.98,321450.0
599,30-06-2021,3.65,187010.0,73.47,383630.0
600,01-07-2021,3.661,149420.0,75.23,615680.0
601,02-07-2021,3.7,111460.0,75.16,377530.0
602,07-07-2021,3.596,124620.0,72.2,607970.0
603,08-07-2021,3.688,148550.0,72.94,529690.0
604,09-07-2021,3.674,115680.0,74.56,422150.0
605,12-07-2021,3.749,127070.0,74.1,397930.0
606,13-07-2021,3.696,104040.0,75.25,444080.0
607,14-07-2021,3.66,137350.0,73.13,528360.0
608,15-07-2021,3.614,117590.0,71.65,368680.0
609,16-07-2021,3.674,89980.0,71.81,133930.0
610,19-07-2021,3.779,124160.0,66.42,82570.0
611,20-07-2021,3.876,118400.0,67.42,29740.0
612,21-07-2021,3.959,111930.0,70.3,503030.0
613,22-07-2021,4.003,102160.0,71.91,435180.0
614,23-07-2021,4.06,73870.0,72.07,274780.0
615,26-07-2021,4.102,49420.0,71.91,395740.0
616,27-07-2021,3.971,46960.0,71.65,333120.0
617,28-07-2021,4.044,3880.0,72.39,318910.0
618,29-07-2021,4.059,118450.0,73.62,294460.0
619,30-07-2021,3.914,161870.0,73.95,303700.0
620,02-08-2021,3.935,110950.0,71.26,448200.0
621,03-08-2021,4.027,120860.0,70.56,509940.0
622,04-08-2021,4.158,142590.0,68.15,582920.0
623,05-08-2021,4.14,125230.0,69.09,416330.0
624,06-08-2021,4.14,153150.0,68.28,537140.0
625,09-08-2021,4.06,180000.0,66.48,598380.0
626,10-08-2021,4.089,157510.0,68.29,452130.0
627,11-08-2021,4.059,161900.0,69.25,513290.0
628,12-08-2021,3.933,186990.0,69.09,352470.0
629,13-08-2021,3.861,123010.0,68.44,272030.0
630,16-08-2021,3.946,101670.0,67.29,334840.0
631,17-08-2021,3.837,131220.0,66.59,235300.0
632,18-08-2021,3.852,95510.0,65.46,121200.0
633,19-08-2021,3.83,121760.0,63.69,88240.0
634,20-08-2021,3.851,108520.0,62.32,24630.0
635,23-08-2021,3.945,85500.0,65.64,397290.0
636,24-08-2021,3.896,57630.0,67.54,335890.0
637,25-08-2021,3.897,39370.0,68.36,353740.0
638,26-08-2021,4.184,76860.0,67.42,344290.0
639,27-08-2021,4.37,4280.0,68.74,326060.0
640,30-08-2021,4.305,167100.0,69.21,360800.0
641,31-08-2021,4.377,147420.0,68.5,325850.0
642,01-09-2021,4.615,241160.0,68.59,399500.0
643,02-09-2021,4.641,176850.0,69.99,403310.0
644,03-09-2021,4.712,110950.0,69.29,313090.0
645,08-09-2021,4.914,244740.0,69.3,389330.0
646,09-09-2021,5.031,234850.0,68.14,556450.0
647,10-09-2021,4.938,151040.0,69.72,411080.0
648,13-09-2021,5.231,201770.0,70.45,390940.0
649,14-09-2021,5.26,200940.0,70.46,414230.0
650,15-09-2021,5.46,279120.0,72.61,418670.0
651,16-09-2021,5.335,221140.0,72.61,298410.0
652,17-09-2021,5.105,164580.0,71.97,119930.0
653,20-09-2021,4.985,156870.0,70.29,75840.0
654,21-09-2021,4.805,163100.0,70.56,37610.0
655,22-09-2021,4.805,108780.0,72.23,381060.0
656,23-09-2021,4.976,105200.0,73.3,403410.0
657,24-09-2021,5.14,47440.0,73.98,350380.0
658,27-09-2021,5.706,63070.0,75.45,417830.0
659,28-09-2021,5.841,5660.0,75.29,476140.0
660,29-09-2021,5.477,226340.0,74.83,424190.0
661,30-09-2021,5.867,243240.0,75.03,583190.0
662,01-10-2021,5.619,178940.0,75.88,389000.0
663,04-10-2021,5.766,209580.0,77.62,458010.0
664,05-10-2021,6.312,219520.0,78.93,449620.0
665,06-10-2021,5.675,274650.0,77.43,459060.0
666,07-10-2021,5.677,239500.0,78.3,545010.0
667,08-10-2021,5.565,163350.0,79.35,662010.0
668,11-10-2021,5.345,188700.0,80.52,653760.0
669,12-10-2021,5.505,215450.0,80.64,598180.0
670,13-10-2021,5.59,198790.0,80.44,487220.0
671,14-10-2021,5.687,169160.0,81.31,399810.0
672,15-10-2021,5.41,184580.0,82.28,277950.0
673,18-10-2021,4.989,167900.0,82.44,134100.0
674,19-10-2021,5.088,152730.0,82.96,82610.0
675,20-10-2021,5.17,140030.0,83.87,25720.0
676,21-10-2021,5.115,107710.0,82.5,567500.0
677,22-10-2021,5.28,74370.0,83.76,465360.0
678,25-10-2021,5.898,50880.0,83.76,568730.0
679,26-10-2021,5.882,50710.0,84.65,467720.0
680,27-10-2021,6.202,5780.0,82.66,529950.0
681,28-10-2021,5.782,165630.0,82.81,491590.0
682,29-10-2021,5.426,154410.0,83.57,507310.0
683,01-11-2021,5.186,163260.0,84.05,412310.0
684,02-11-2021,5.542,153760.0,83.91,429610.0
685,03-11-2021,5.67,141500.0,80.86,546580.0
686,04-11-2021,5.716,147040.0,78.81,701120.0
687,05-11-2021,5.516,133340.0,81.27,531050.0
688,08-11-2021,5.427,154220.0,81.93,393950.0
689,09-11-2021,4.979,202740.0,84.15,504830.0
690,10-11-2021,4.88,170390.0,81.34,555220.0
691,11-11-2021,5.149,135950.0,81.59,475440.0
692,12-11-2021,4.791,137100.0,80.79,390300.0
693,15-11-2021,5.017,117670.0,80.88,343480.0
694,16-11-2021,5.177,141140.0,80.76,325670.0
695,17-11-2021,4.816,145610.0,78.36,174470.0
696,18-11-2021,4.902,111030.0,79.01,83980.0
697,19-11-2021,5.065,110060.0,76.1,30700.0
698,22-11-2021,4.789,96190.0,76.75,465770.0
699,23-11-2021,4.967,47430.0,78.5,506990.0
700,24-11-2021,5.068,40860.0,78.39,328850.0
701,29-11-2021,4.854,172470.0,69.95,675090.0
702,30-11-2021,4.567,171820.0,66.18,722480.0
703,01-12-2021,4.258,171940.0,65.57,602450.0
704,02-12-2021,4.056,145510.0,66.5,668290.0
705,03-12-2021,4.132,124770.0,66.26,449970.0
706,06-12-2021,3.657,176720.0,69.49,401060.0
707,07-12-2021,3.708,162970.0,72.05,496530.0
708,08-12-2021,3.815,146870.0,72.36,464850.0
709,09-12-2021,3.814,141110.0,70.94,393210.0
710,10-12-2021,3.925,133280.0,71.67,397880.0
711,13-12-2021,3.794,162590.0,71.29,406600.0
712,14-12-2021,3.747,116830.0,70.73,359450.0
713,15-12-2021,3.802,110310.0,70.87,294340.0
714,16-12-2021,3.766,122850.0,72.38,142540.0
715,17-12-2021,3.69,101630.0,70.86,78130.0
716,20-12-2021,3.834,128580.0,68.23,36730.0
717,21-12-2021,3.869,128440.0,71.12,358780.0
718,22-12-2021,3.976,86620.0,72.76,306710.0
719,23-12-2021,3.731,82230.0,73.79,270220.0
720,27-12-2021,4.06,38910.0,75.57,268490.0
721,28-12-2021,4.055,35640.0,75.98,249730.0
722,29-12-2021,4.024,4820.0,76.56,283560.0
723,30-12-2021,3.561,124670.0,76.99,231160.0
724,31-12-2021,3.73,93100.0,75.21,237120.0
725,03-01-2022,3.815,99070.0,76.08,317630.0
726,04-01-2022,3.717,133390.0,76.99,372850.0
727,05-01-2022,3.882,96810.0,77.85,397900.0
728,06-01-2022,3.812,116580.0,79.46,476670.0
729,07-01-2022,3.916,127010.0,78.9,414430.0
730,10-01-2022,4.079,177630.0,78.23,389960.0
731,11-01-2022,4.249,121620.0,81.22,481820.0
732,12-01-2022,4.857,217500.0,82.64,420620.0
733,13-01-2022,4.27,221610.0,82.12,364770.0
734,14-01-2022,4.262,108860.0,83.82,364440.0
735,19-01-2022,4.031,116540.0,86.96,113150.0
736,20-01-2022,3.802,104200.0,86.9,30390.0
737,21-01-2022,3.999,70260.0,85.14,509100.0
738,24-01-2022,4.027,47100.0,83.31,511700.0
739,25-01-2022,4.053,23440.0,85.6,507220.0
740,26-01-2022,4.277,44320.0,87.35,459640.0
741,27-01-2022,4.283,7180.0,86.61,427800.0
742,28-01-2022,4.639,263420.0,86.82,436170.0
743,31-01-2022,4.874,156750.0,88.15,359080.0
744,01-02-2022,4.751,140790.0,88.2,376840.0
745,02-02-2022,5.501,305900.0,88.26,456860.0
746,03-02-2022,4.888,205840.0,90.27,465770.0
747,04-02-2022,4.572,152120.0,92.31,410930.0
748,07-02-2022,4.232,192860.0,91.32,497750.0
749,08-02-2022,4.248,154440.0,89.36,467390.0
750,09-02-2022,4.009,154600.0,89.66,445620.0
751,10-02-2022,3.959,141740.0,89.88,492090.0
752,11-02-2022,3.941,177370.0,93.1,554420.0
753,14-02-2022,4.195,121200.0,95.46,467070.0
754,15-02-2022,4.306,141950.0,92.07,442640.0
755,16-02-2022,4.717,155480.0,93.66,401450.0
756,17-02-2022,4.486,117790.0,91.76,212550.0
757,18-02-2022,4.431,73220.0,91.07,150380.0
758,23-02-2022,4.623,47180.0,92.1,440570.0
759,24-02-2022,4.568,3540.0,92.81,872240.0
760,25-02-2022,4.47,114860.0,91.59,523790.0
761,28-02-2022,4.402,107190.0,95.72,490800.0
762,01-03-2022,4.573,112550.0,103.41,698810.0
763,02-03-2022,4.762,141690.0,110.6,651850.0
764,03-03-2022,4.722,137150.0,107.67,592030.0
765,04-03-2022,5.016,125390.0,115.68,493880.0
766,07-03-2022,4.833,130860.0,119.4,576020.0
767,08-03-2022,4.527,159170.0,123.7,583110.0
768,09-03-2022,4.526,95130.0,108.7,594770.0
769,10-03-2022,4.631,81810.0,106.02,437920.0
770,11-03-2022,4.725,84510.0,109.33,368190.0
771,14-03-2022,4.658,73960.0,103.01,344180.0
772,15-03-2022,4.568,86940.0,96.44,401690.0
773,16-03-2022,4.748,80520.0,95.04,293950.0
774,17-03-2022,4.99,93840.0,102.98,210760.0
775,18-03-2022,4.863,67270.0,104.7,74250.0
776,21-03-2022,4.9,75460.0,112.12,77220.0
777,22-03-2022,5.187,122750.0,111.76,22940.0
778,23-03-2022,5.232,74540.0,114.93,289180.0
779,24-03-2022,5.401,84230.0,112.34,307240.0
780,25-03-2022,5.571,29470.0,113.9,320300.0
781,28-03-2022,5.508,33910.0,105.96,372250.0
782,29-03-2022,5.336,2270.0,104.24,387200.0
783,30-03-2022,5.605,117850.0,107.82,284540.0
784,31-03-2022,5.642,159720.0,100.28,450850.0
785,01-04-2022,5.72,178520.0,99.27,324780.0
786,04-04-2022,5.712,137180.0,103.28,288130.0
787,05-04-2022,6.032,158220.0,101.96,280280.0
788,06-04-2022,6.029,166720.0,96.23,366040.0
789,07-04-2022,6.359,199510.0,96.03,367320.0
790,08-04-2022,6.278,188340.0,98.26,310080.0
791,11-04-2022,6.643,177960.0,94.29,315870.0
792,12-04-2022,6.68,234250.0,100.6,329040.0
793,13-04-2022,6.997,210550.0,104.25,312500.0
794,14-04-2022,7.3,214220.0,106.95,244950.0
795,18-04-2022,7.82,191080.0,108.21,68490.0
796,19-04-2022,7.176,237000.0,102.56,71790.0
797,20-04-2022,6.937,157960.0,102.75,17020.0
798,21-04-2022,6.957,145260.0,103.79,280320.0
799,22-04-2022,6.534,80600.0,102.07,246120.0
800,25-04-2022,6.669,32520.000000000004,98.54,328150.0
801,26-04-2022,6.85,41410.0,101.7,351850.0
802,27-04-2022,7.339,139570.0,102.02,278780.0
803,28-04-2022,6.888,139570.0,105.36,312060.0
804,29-04-2022,7.244,109240.0,104.69,294390.0
805,02-05-2022,7.475,110920.0,105.17,261880.0
806,03-05-2022,7.954,153340.0,102.41,239270.0
807,04-05-2022,8.415,132320.0,107.81,272910.0
808,05-05-2022,8.783,160160.0,108.26,286920.0
809,06-05-2022,8.043,168300.0,109.77,294280.0
810,09-05-2022,7.026,202620.0,103.09,368180.0
811,10-05-2022,7.385,185460.0,99.76,389750.0
812,11-05-2022,7.64,120930.0,105.71,382700.0
813,12-05-2022,7.739,107060.0,106.13,323550.0
814,13-05-2022,7.663,85040.0,110.49,240990.0
815,16-05-2022,7.956,93520.0,114.2,289130.0
816,17-05-2022,8.304,76670.0,112.4,252630.0
817,18-05-2022,8.368,80720.0,109.59,103670.0
818,19-05-2022,8.308,90580.0,112.21,68510.0
819,20-05-2022,8.083,85460.0,113.23,20000.0
820,23-05-2022,8.744,65550.0,110.29,215620.0
821,24-05-2022,8.796,31660.0,109.77,224790.0
822,25-05-2022,8.971,37390.0,110.33,191370.0
823,26-05-2022,8.908,1470.0,114.09,234750.0
824,27-05-2022,8.727,107090.0,115.07,217280.0
825,01-06-2022,8.696,111960.0,115.26,290530.0
826,02-06-2022,8.485,119010.0,116.87,327600.0
827,03-06-2022,8.523,75230.0,118.87,240830.0
828,06-06-2022,9.322,129100.0,118.5,246830.0
829,07-06-2022,9.293,140030.0,119.41,341690.0
830,08-06-2022,8.699,250300.0,122.11,340590.0
831,09-06-2022,8.963,244480.0,121.51,293300.0
832,10-06-2022,8.85,134610.0,120.67,352910.0
833,13-06-2022,8.609,167560.0,120.93,372400.0
834,14-06-2022,7.189,273720.0,118.93,366320.0
835,15-06-2022,7.42,123590.0,115.31,301750.0
836,16-06-2022,7.464,137430.0,117.59,162540.0
837,17-06-2022,6.944,103760.0,109.56,103150.0
838,22-06-2022,6.858,92470.0,106.19,432720.0
839,23-06-2022,6.239,78030.0,104.27,346360.0
840,24-06-2022,6.22,26570.0,107.62,321590.0
841,27-06-2022,6.501,33100.0,109.57,282910.0
842,28-06-2022,6.551,2460.0,111.76,306750.0
843,29-06-2022,6.498,82210.0,109.78,322060.0
844,30-06-2022,5.424,182580.0,105.76,362890.0
845,01-07-2022,5.73,106970.0,108.43,305340.0
846,06-07-2022,5.51,73510.0,98.53,444110.0
847,07-07-2022,6.297,127670.0,102.73,379860.0
848,08-07-2022,6.034,70940.0,104.79,327460.0
849,11-07-2022,6.319,70940.0,104.09,348570.0
850,12-07-2022,6.021,73230.0,95.84,398550.0
851,13-07-2022,6.589,67360.0,96.3,347190.0
852,14-07-2022,6.511,69080.0,95.78,387530.0
853,15-07-2022,6.926,49320.0,97.59,240770.0
854,18-07-2022,7.382,52890.0,102.6,84670.0
855,19-07-2022,7.15,58010.0,104.22,63150.0
856,20-07-2022,7.899,75270.0,102.26,28960.0
857,21-07-2022,7.815,84550.0,96.35,318910.0
858,22-07-2022,8.195,86580.0,94.7,307570.0
859,25-07-2022,8.571,79050.0,96.7,279000.0
860,26-07-2022,8.825,146560.0,94.98,310040.0
861,27-07-2022,8.554,105220.0,97.26,321900.0
862,28-07-2022,8.134,89240.0,96.42,318400.0
863,29-07-2022,8.229,77770.0,98.62,349370.0
864,01-08-2022,8.283,104020.0,93.89,365290.0
865,02-08-2022,7.706,106080.0,94.42,328540.0
866,03-08-2022,8.266,134210.0,90.66,395100.0
867,04-08-2022,8.122,102540.0,88.54,334930.0
868,05-08-2022,8.064,111700.0,89.01,350020.0
869,08-08-2022,7.589,117790.0,90.76,340160.0
870,09-08-2022,7.833,88510.0,90.5,347050.0
871,10-08-2022,8.202,111810.0,91.93,383770.0
872,11-08-2022,8.874,141750.0,94.34,341230.0
873,12-08-2022,8.768,68130.0,92.09,264950.0
874,15-08-2022,8.728,80220.0,89.41,275440.0
875,16-08-2022,9.329,104090.0,86.53,305370.0
876,17-08-2022,9.244,88680.0,88.11,230350.0
877,18-08-2022,9.188,112100.0,90.5,80030.0
878,19-08-2022,9.336,69810.0,90.77,58710.0
879,22-08-2022,9.647,60480.0,90.23,24870.0
880,23-08-2022,9.155,86530.0,93.74,285610.0
881,24-08-2022,9.3,72190.0,94.89,320390.0
882,25-08-2022,9.375,25830.0,92.52,279880.0
883,26-08-2022,9.296,33980.0,93.06,288390.0
884,29-08-2022,9.353,1200.0,97.01,283460.0
885,30-08-2022,9.042,76600.0,91.64,386270.0
886,31-08-2022,9.127,86290.0,89.55,344150.0
887,01-09-2022,9.262,94240.0,86.61,305110.0
888,02-09-2022,8.786,103170.0,86.87,277530.0
889,07-09-2022,7.842,127190.0,81.94,380780.0
890,08-09-2022,7.954,90500.0,83.54,342760.0
891,09-09-2022,7.996,90500.0,86.79,305190.0
892,12-09-2022,8.249,106170.0,87.78,275100.0
893,13-09-2022,8.284,108830.0,87.31,348000.0
894,14-09-2022,9.114,137210.0,88.48,335380.0
895,15-09-2022,8.324,127210.0,85.1,235360.0
896,16-09-2022,7.764,96570.0,85.11,87830.0
897,19-09-2022,7.752,87550.0,85.73,59630.0
898,20-09-2022,7.772,42910.0,84.45,26230.0
899,21-09-2022,7.827,60250.0,82.94,339680.0
900,22-09-2022,7.193,94310.0,83.49,303490.0
901,23-09-2022,6.992,123600.0,78.74,334270.0
902,26-09-2022,7.014,81080.0,76.71,280930.0
903,27-09-2022,6.76,130920.0,78.5,283610.0
904,28-09-2022,6.868,1870.0,82.15,324680.0
905,29-09-2022,6.874,85720.0,81.23,286130.0
906,30-09-2022,6.766,97370.0,79.49,253150.0
907,03-10-2022,6.47,104480.0,83.63,287170.0
908,04-10-2022,6.837,121680.0,86.52,302550.0
909,05-10-2022,6.93,80870.0,87.76,329790.0
910,06-10-2022,6.972,109940.0,88.45,235300.0
911,07-10-2022,6.748,124710.0,92.64,429160.0
912,10-10-2022,6.435,114240.0,91.13,289510.0
913,11-10-2022,6.596,106890.0,89.35,333160.0
914,12-10-2022,6.435,112380.0,87.27,332270.0
915,13-10-2022,6.741,131390.0,89.11,298030.0
916,14-10-2022,6.453,96730.0,85.61,237030.0
917,17-10-2022,5.999,132420.0,85.46,172020.0
918,18-10-2022,5.745,102090.0,82.82,97300.0
919,19-10-2022,5.462,107160.0,85.55,71310.0
920,20-10-2022,5.358,104220.0,85.98,18180.0
921,21-10-2022,4.959,101730.0,85.05,272800.0
922,24-10-2022,5.199,69670.0,84.58,250730.0
923,25-10-2022,5.613,39950.0,85.32,240440.0
924,26-10-2022,5.606,36780.0,87.91,287180.0
925,27-10-2022,5.186,1730.0,89.08,292560.0
926,28-10-2022,5.684,84710.0,87.9,263400.0
927,31-10-2022,6.355,128750.0,86.53,285340.0
928,01-11-2022,5.714,136650.0,88.37,274320.0
929,02-11-2022,6.268,104850.0,90.0,280960.0
930,03-11-2022,5.975,98530.0,88.17,239820.0
931,04-11-2022,6.4,117250.0,92.61,354060.0
932,07-11-2022,6.944,171260.0,91.79,322420.0
933,08-11-2022,6.138,146540.0,88.91,344220.0
934,09-11-2022,5.865,134650.0,85.83,388300.0
935,10-11-2022,6.239,101640.0,86.47,340010.0
936,11-11-2022,5.879,110490.0,88.96,301660.0
937,14-11-2022,5.933,110910.0,85.87,315450.0
938,15-11-2022,6.034,76930.0,86.92,331710.0
939,16-11-2022,6.2,112920.0,85.59,225670.0
940,17-11-2022,6.369,106770.0,81.64,138480.0
941,18-11-2022,6.303,102560.0,80.08,96580.0
942,21-11-2022,6.776,107820.0,79.73,21980.0
943,22-11-2022,6.779,73120.0,80.95,269620.0
944,23-11-2022,7.308,59050.0,77.94,379150.0
945,25-11-2022,7.024,35510.0,76.28,266450.0
946,28-11-2022,6.712,3650.0,77.24,405030.0
947,29-11-2022,7.235,101680.0,78.2,381870.0
948,30-11-2022,6.93,107310.0,80.56,139840.0
949,01-12-2022,6.738,94560.0,81.33,139840.0
950,02-12-2022,6.169,29960.0,80.3,139840.0
951,05-12-2022,5.484,48480.0,77.4,139840.0
952,06-12-2022,5.378,42690.0,74.47,139840.0
953,07-12-2022,5.617,67440.0,72.58,139840.0
954,08-12-2022,5.82,49950.0,72.06,139840.0
955,09-12-2022,6.082,48190.0,71.5,139840.0
956,12-12-2022,6.416,62490.0,73.44,139840.0
957,13-12-2022,6.733,55830.0,75.19,139840.0
958,14-12-2022,6.22,52190.0,77.27,139840.0
959,15-12-2022,6.589,63690.0,76.25,139840.0
960,16-12-2022,6.303,48450.0,74.45,139840.0
961,19-12-2022,5.71,65660.0,75.89,139840.0
962,20-12-2022,5.216,77840.0,76.23,139840.0
963,21-12-2022,5.238,55520.0,78.24,139840.0
964,22-12-2022,4.928,82270.0,78.45,139840.0
965,23-12-2022,4.98,87380.0,79.34,139840.0
966,27-12-2022,5.282,41150.0,79.77,139840.0
967,28-12-2022,4.709,1720.0,78.6,139840.0
968,29-12-2022,4.559,78440.0,78.61,139840.0
969,30-12-2022,4.475,62280.0,80.47,139840.0
970,03-01-2023,3.988,116840.0,77.12,139840.0
971,04-01-2023,4.172,99760.0,73.1,149770.0
972,05-01-2023,3.72,116680.0,73.92,112450.0
973,06-01-2023,3.71,105050.0,74.04,95220.0
974,09-01-2023,3.91,130280.0,74.92,154200.0
975,10-01-2023,3.639,112230.0,75.37,164980.0
976,11-01-2023,3.671,133200.0,77.68,179830.0
977,12-01-2023,3.695,123740.0,78.65,188060.0
978,13-01-2023,3.419,112100.0,80.11,189320.0
979,17-01-2023,3.586,143310.0,80.45,267910.0
980,18-01-2023,3.311,119850.0,79.8,326230.0
981,19-01-2023,3.275,99670.0,80.61,321130.0
982,20-01-2023,3.174,106740.0,81.64,300150.0
983,23-01-2023,3.222,139300.0,81.62,297080.0
984,24-01-2023,3.057,133730.0,80.13,288210.0
985,25-01-2023,2.915,152920.0,80.15,297230.0
986,26-01-2023,2.848,222210.0,81.01,291060.0
987,27-01-2023,2.849,128690.0,79.68,367590.0
988,30-01-2023,2.731,61800.0,77.9,327430.0
989,31-01-2023,2.741,80030.0,78.87,312730.0
990,01-02-2023,2.536,88090.0,76.41,360860.0
991,02-02-2023,2.522,70790.0,75.88,339760.0
992,03-02-2023,2.48,63360.0,73.39,413410.0
993,06-02-2023,2.535,64959.99999999999,74.11,380030.0
994,07-02-2023,2.664,119360.0,77.14,408280.0
995,08-02-2023,2.477,93350.0,78.47,353470.0
996,09-02-2023,2.492,112910.0,78.06,324160.0
997,10-02-2023,2.607,135220.0,79.72,356060.0
998,13-02-2023,2.499,144730.0,80.14,301300.0
999,14-02-2023,2.652,120080.0,79.06,299940.0
1000,15-02-2023,2.555,106900.0,78.59,264490.0
1001,16-02-2023,2.485,101080.0,78.49,117600.0
1002,17-02-2023,2.352,132580.0,76.34,93270.0
1003,21-02-2023,2.177,175520.0,76.16,35480.0
1004,22-02-2023,2.174,57850.0,73.95,332020.0
1005,23-02-2023,2.314,57090.0,75.39,333840.0
1006,24-02-2023,2.451,3050.0,76.32,313040.0
1007,27-02-2023,2.731,238900.0,75.68,266090.0
1008,28-02-2023,2.747,160840.0,77.05,300090.0
1009,01-03-2023,2.811,157120.0,77.69,342120.0
1010,02-03-2023,2.765,134240.0,78.16,260330.0
1011,03-03-2023,3.009,185070.0,79.68,374200.0
1012,06-03-2023,2.572,246370.0,80.46,292350.0
1013,07-03-2023,2.687,149480.0,77.58,398240.0
1014,08-03-2023,2.551,132610.0,76.66,335930.0
1015,09-03-2023,2.543,138150.0,75.72,349960.0
1016,10-03-2023,2.43,127170.0,76.68,371830.0
1017,13-03-2023,2.606,146570.0,74.8,457420.0
1018,14-03-2023,2.573,93920.0,71.33,432860.0
1019,15-03-2023,2.546,117570.0,67.61,555160.0
1020,16-03-2023,2.626,93850.0,68.35,327120.0
1021,17-03-2023,2.446,101400.0,66.74,152260.0
